gender,accum_visits,accum_days,accum_subs,accum_pages,accum_onsite,accum_entered,accum_completed,completed_holiday,visit_cycle,purchase_cycle,purchase_freq,pages_per_visit,onsite_per_visit,churn
F,87,1018,34,449,877,67,49,20,11.7,20.78,1.78,5.16,10.08,0
F,25,245,9,139,198,22,13,5,9.8,18.85,1.92,5.56,7.92,0
F,6,7,1,49,86,6,6,0,1.17,1.17,1,8.17,14.33,0
F,11,34,2,66,184,8,7,2,3.09,4.86,1.57,6,16.73,1
F,84,907,30,450,794,65,44,18,10.8,20.61,1.91,5.36,9.45,0
F,51,387,13,251,494,43,33,9,7.59,11.73,1.55,4.92,9.69,0
F,40,581,20,208,340,32,24,8,14.53,24.21,1.67,5.2,8.5,0
M,7,88,3,41,87,5,5,1,12.57,17.6,1.4,5.86,12.43,0
F,23,432,15,135,299,19,17,4,18.78,25.41,1.35,5.87,13,0
F,42,685,23,225,494,32,22,11,16.31,31.14,1.91,5.36,11.76,1
F,83,776,26,391,690,65,50,16,9.35,15.52,1.66,4.71,8.31,1
M,17,685,23,81,136,14,10,4,40.29,68.5,1.7,4.76,8,1
F,42,557,19,198,344,36,28,8,13.26,19.89,1.5,4.71,8.19,1
F,20,284,10,114,137,16,15,2,14.2,18.93,1.33,5.7,6.85,1
F,80,1041,35,387,690,59,43,19,13.01,24.21,1.86,4.84,8.62,0
F,53,520,18,264,415,41,29,12,9.81,17.93,1.83,4.98,7.83,0
F,6,6,1,54,48,6,6,0,1,1,1,9,8,0
F,5,6,1,37,120,5,5,0,1.2,1.2,1,7.4,24,0
F,18,707,24,98,288,15,10,4,39.28,70.7,1.8,5.44,16,1
F,51,528,18,273,549,41,28,11,10.35,18.86,1.82,5.35,10.76,1
M,20,325,11,97,165,16,12,5,16.25,27.08,1.67,4.85,8.25,1
F,13,98,4,69,127,11,10,3,7.54,9.8,1.3,5.31,9.77,0
F,91,809,27,455,924,73,50,20,8.89,16.18,1.82,5,10.15,0
M,11,308,11,57,54,6,6,2,28,51.33,1.83,5.18,4.91,1
F,34,404,14,185,341,30,22,8,11.88,18.36,1.55,5.44,10.03,0
F,97,1096,37,468,813,78,51,23,11.3,21.49,1.9,4.82,8.38,0
F,20,273,9,102,146,15,12,2,13.65,22.75,1.67,5.1,7.3,1
M,31,935,31,149,232,24,14,6,30.16,66.79,2.21,4.81,7.48,1
M,23,583,20,117,178,16,14,7,25.35,41.64,1.64,5.09,7.74,0
M,13,347,12,57,138,10,5,3,26.69,69.4,2.6,4.38,10.62,1
F,50,773,26,261,569,40,31,14,15.46,24.94,1.61,5.22,11.38,1
M,46,806,27,215,288,33,25,13,17.52,32.24,1.84,4.67,6.26,0
F,17,210,7,102,188,16,12,2,12.35,17.5,1.42,6,11.06,1
F,67,807,27,338,644,57,39,17,12.04,20.69,1.72,5.04,9.61,0
F,44,392,13,234,476,36,27,9,8.91,14.52,1.63,5.32,10.82,0
F,76,1046,35,370,558,57,34,17,13.76,30.76,2.24,4.87,7.34,1
F,31,354,12,170,247,28,18,7,11.42,19.67,1.72,5.48,7.97,0
F,30,895,30,148,402,24,15,5,29.83,59.67,2,4.93,13.4,1
F,18,74,3,119,205,15,13,3,4.11,5.69,1.38,6.61,11.39,0
F,77,991,33,353,799,59,41,20,12.87,24.17,1.88,4.58,10.38,1
F,67,962,32,303,535,53,36,14,14.36,26.72,1.86,4.52,7.99,1
F,85,1120,37,391,622,71,49,22,13.18,22.86,1.73,4.6,7.32,1
F,28,574,19,119,232,19,13,5,20.5,44.15,2.15,4.25,8.29,1
M,4,134,5,18,34,3,3,1,33.5,44.67,1.33,4.5,8.5,1
F,16,196,7,99,251,15,12,3,12.25,16.33,1.33,6.19,15.69,0
M,11,498,17,45,45,5,5,2,45.27,99.6,2.2,4.09,4.09,1
F,47,976,33,249,480,35,27,11,20.77,36.15,1.74,5.3,10.21,1
F,70,825,28,339,554,59,37,18,11.79,22.3,1.89,4.84,7.91,0
F,58,798,27,293,544,47,32,15,13.76,24.94,1.81,5.05,9.38,1
F,38,615,21,195,337,32,20,9,16.18,30.75,1.9,5.13,8.87,1
F,43,421,14,222,426,38,29,11,9.79,14.52,1.48,5.16,9.91,1
M,28,820,27,131,197,18,14,8,29.29,58.57,2,4.68,7.04,1
F,112,1279,43,540,970,78,55,31,11.42,23.25,2.04,4.82,8.66,0
F,29,752,25,149,290,20,18,5,25.93,41.78,1.61,5.14,10,1
F,36,675,23,176,265,26,20,8,18.75,33.75,1.8,4.89,7.36,1
M,29,773,26,113,188,20,15,7,26.66,51.53,1.93,3.9,6.48,1
F,88,791,27,428,670,75,56,19,8.99,14.12,1.57,4.86,7.61,1
F,67,683,23,363,602,53,37,14,10.19,18.46,1.81,5.42,8.99,0
M,48,1149,38,205,296,38,28,12,23.94,41.04,1.71,4.27,6.17,1
F,10,147,5,46,39,7,5,1,14.7,29.4,2,4.6,3.9,1
F,18,191,7,118,314,17,14,4,10.61,13.64,1.29,6.56,17.44,0
F,63,805,27,331,546,47,34,15,12.78,23.68,1.85,5.25,8.67,1
M,14,421,14,67,124,10,8,2,30.07,52.62,1.75,4.79,8.86,0
F,73,927,31,376,575,58,37,18,12.7,25.05,1.97,5.15,7.88,1
F,27,398,14,147,287,23,17,6,14.74,23.41,1.59,5.44,10.63,0
F,40,539,18,185,271,30,24,6,13.47,22.46,1.67,4.62,6.78,1
M,29,627,21,128,323,19,13,9,21.62,48.23,2.23,4.41,11.14,1
F,29,434,15,132,170,19,14,5,14.97,31,2.07,4.55,5.86,1
F,12,51,2,82,217,11,11,1,4.25,4.64,1.09,6.83,18.08,0
F,6,7,1,49,77,6,6,0,1.17,1.17,1,8.17,12.83,0
F,20,246,9,122,227,19,17,3,12.3,14.47,1.18,6.1,11.35,0
M,22,323,11,100,185,16,12,4,14.68,26.92,1.83,4.55,8.41,1
F,18,237,8,104,179,15,11,4,13.17,21.55,1.64,5.78,9.94,1
F,51,731,25,254,394,36,24,11,14.33,30.46,2.12,4.98,7.73,1
F,23,315,11,112,277,18,14,3,13.7,22.5,1.64,4.87,12.04,1
M,10,220,8,39,91,5,3,1,22,73.33,3.33,3.9,9.1,1
F,15,169,6,84,303,10,7,2,11.27,24.14,2.14,5.6,20.2,0
F,25,655,22,131,372,19,16,5,26.2,40.94,1.56,5.24,14.88,1
F,24,539,18,117,188,19,11,3,22.46,49,2.18,4.88,7.83,1
F,38,468,16,212,483,30,26,10,12.32,18,1.46,5.58,12.71,1
F,43,648,22,201,315,28,21,10,15.07,30.86,2.05,4.67,7.33,0
M,39,691,23,193,237,31,21,9,17.72,32.9,1.86,4.95,6.08,0
F,93,1102,37,460,788,64,50,25,11.85,22.04,1.86,4.95,8.47,0
F,64,810,27,304,447,53,36,15,12.66,22.5,1.78,4.75,6.98,1
F,52,700,24,253,356,41,27,9,13.46,25.93,1.93,4.87,6.85,1
F,17,444,15,106,148,15,15,4,26.12,29.6,1.13,6.24,8.71,0
F,18,397,14,107,206,16,14,4,22.06,28.36,1.29,5.94,11.44,1
F,26,321,11,123,174,23,14,5,12.35,22.93,1.86,4.73,6.69,0
F,37,545,18,184,385,31,17,8,14.73,32.06,2.18,4.97,10.41,1
F,34,470,16,162,249,29,18,6,13.82,26.11,1.89,4.76,7.32,1
F,17,378,13,103,198,16,14,5,22.24,27,1.21,6.06,11.65,1
F,26,300,10,124,223,20,16,4,11.54,18.75,1.62,4.77,8.58,1
F,82,805,27,392,621,65,37,16,9.82,21.76,2.22,4.78,7.57,1
F,48,625,21,230,371,37,25,9,13.02,25,1.92,4.79,7.73,1
F,129,1407,47,643,1133,104,73,30,10.91,19.27,1.77,4.98,8.78,0
M,5,162,6,20,34,2,1,0,32.4,162,5,4,6.8,1
F,69,971,32,328,595,57,38,16,14.07,25.55,1.82,4.75,8.62,0
F,73,951,32,366,610,52,40,16,13.03,23.77,1.82,5.01,8.36,0
F,95,954,32,456,784,72,56,19,10.04,17.04,1.7,4.8,8.25,1
F,61,681,23,314,557,48,35,14,11.16,19.46,1.74,5.15,9.13,0
F,81,723,24,397,571,61,44,20,8.93,16.43,1.84,4.9,7.05,0
F,73,911,30,357,978,55,35,14,12.48,26.03,2.09,4.89,13.4,1
F,20,581,20,114,182,16,13,4,29.05,44.69,1.54,5.7,9.1,0
F,45,765,26,209,290,34,22,12,17,34.77,2.05,4.64,6.44,1
F,132,1316,44,681,1054,119,81,30,9.97,16.25,1.63,5.16,7.98,0
F,25,463,16,132,192,20,16,6,18.52,28.94,1.56,5.28,7.68,1
F,11,68,3,72,137,10,10,3,6.18,6.8,1.1,6.55,12.45,1
F,92,990,33,474,804,73,46,20,10.76,21.52,2,5.15,8.74,0
F,59,1097,37,282,639,43,31,12,18.59,35.39,1.9,4.78,10.83,1
M,12,250,9,53,99,9,7,2,20.83,35.71,1.71,4.42,8.25,1
F,93,1155,38,457,860,74,52,27,12.42,22.21,1.79,4.91,9.25,1
F,25,381,13,135,183,19,16,6,15.24,23.81,1.56,5.4,7.32,1
F,49,711,24,228,492,37,25,12,14.51,28.44,1.96,4.65,10.04,1
F,54,678,23,297,700,44,34,17,12.56,19.94,1.59,5.5,12.96,0
F,6,6,1,54,115,6,6,0,1,1,1,9,19.17,0
F,32,394,13,165,276,26,19,8,12.31,20.74,1.68,5.16,8.62,0
F,36,614,21,190,294,31,22,11,17.06,27.91,1.64,5.28,8.17,1
M,19,457,16,85,104,12,10,6,24.05,45.7,1.9,4.47,5.47,1
F,22,623,21,127,192,18,16,4,28.32,38.94,1.38,5.77,8.73,1
F,110,1345,45,542,846,91,62,31,12.23,21.69,1.77,4.93,7.69,1
F,111,1341,45,562,1067,90,58,31,12.08,23.12,1.91,5.06,9.61,0
M,9,16,1,48,82,8,5,0,1.78,3.2,1.8,5.33,9.11,1
M,23,671,23,96,233,14,10,6,29.17,67.1,2.3,4.17,10.13,0
M,10,194,7,42,43,4,3,1,19.4,64.67,3.33,4.2,4.3,1
M,12,298,10,59,114,8,6,2,24.83,49.67,2,4.92,9.5,1
F,110,1265,42,532,885,87,64,28,11.5,19.77,1.72,4.84,8.05,0
F,28,775,26,171,273,22,16,8,27.68,48.44,1.75,6.11,9.75,1
F,59,949,32,300,520,50,36,17,16.08,26.36,1.64,5.08,8.81,1
F,100,997,33,495,891,79,55,22,9.97,18.13,1.82,4.95,8.91,0
F,26,567,19,125,177,22,19,8,21.81,29.84,1.37,4.81,6.81,0
F,118,1334,44,608,964,95,69,35,11.31,19.33,1.71,5.15,8.17,0
M,35,490,17,166,333,25,15,6,14,32.67,2.33,4.74,9.51,1
M,53,969,32,236,307,40,26,15,18.28,37.27,2.04,4.45,5.79,1
F,116,1369,46,505,752,90,59,28,11.8,23.2,1.97,4.35,6.48,1
F,25,467,16,127,263,22,16,4,18.68,29.19,1.56,5.08,10.52,1
F,16,154,6,91,197,13,12,3,9.62,12.83,1.33,5.69,12.31,0
F,6,8,1,41,43,6,5,1,1.33,1.6,1.2,6.83,7.17,0
F,26,252,9,145,289,21,15,6,9.69,16.8,1.73,5.58,11.12,0
M,20,695,23,98,165,14,10,6,34.75,69.5,2,4.9,8.25,1
F,103,1043,35,483,809,75,49,21,10.13,21.29,2.1,4.69,7.85,0
F,19,336,12,124,175,15,13,5,17.68,25.85,1.46,6.53,9.21,0
F,30,530,18,149,448,23,15,6,17.67,35.33,2,4.97,14.93,1
F,21,400,14,122,248,18,13,4,19.05,30.77,1.62,5.81,11.81,1
M,9,24,1,54,110,7,6,1,2.67,4,1.5,6,12.22,0
F,80,1114,37,376,668,62,42,19,13.93,26.52,1.9,4.7,8.35,0
F,49,651,22,242,461,40,23,10,13.29,28.3,2.13,4.94,9.41,1
F,139,1451,48,691,1263,108,72,31,10.44,20.15,1.93,4.97,9.09,0
F,46,441,15,258,458,38,32,11,9.59,13.78,1.44,5.61,9.96,1
M,7,140,5,35,57,5,3,1,20,46.67,2.33,5,8.14,1
F,15,70,3,97,199,14,14,3,4.67,5,1.07,6.47,13.27,0
F,84,1138,38,403,606,71,48,18,13.55,23.71,1.75,4.8,7.21,1
F,21,526,18,105,154,17,13,3,25.05,40.46,1.62,5,7.33,1
F,139,1269,42,670,1019,116,78,31,9.13,16.27,1.78,4.82,7.33,0
F,35,863,29,165,304,26,17,8,24.66,50.76,2.06,4.71,8.69,1
F,73,784,26,354,451,60,36,15,10.74,21.78,2.03,4.85,6.18,0
F,68,807,27,363,749,52,41,21,11.87,19.68,1.66,5.34,11.01,1
F,119,1115,37,574,890,98,65,27,9.37,17.15,1.83,4.82,7.48,1
F,20,254,9,120,242,16,13,6,12.7,19.54,1.54,6,12.1,1
F,38,723,24,189,339,27,17,9,19.03,42.53,2.24,4.97,8.92,0
F,39,469,16,203,368,31,26,11,12.03,18.04,1.5,5.21,9.44,1
F,27,458,16,144,255,20,18,5,16.96,25.44,1.5,5.33,9.44,1
M,36,726,24,178,262,28,20,10,20.17,36.3,1.8,4.94,7.28,1
M,25,502,17,106,224,17,13,3,20.08,38.62,1.92,4.24,8.96,1
F,11,60,2,57,109,8,7,1,5.45,8.57,1.57,5.18,9.91,1
F,116,1159,39,582,876,85,69,26,9.99,16.8,1.68,5.02,7.55,1
F,107,1137,38,532,867,87,61,25,10.63,18.64,1.75,4.97,8.1,1
F,39,781,26,187,258,30,20,7,20.03,39.05,1.95,4.79,6.62,1
F,49,816,27,233,388,40,24,12,16.65,34,2.04,4.76,7.92,1
M,54,1059,35,246,392,42,29,15,19.61,36.52,1.86,4.56,7.26,1
F,69,781,26,313,639,54,39,17,11.32,20.03,1.77,4.54,9.26,1
F,103,1166,39,485,794,82,59,23,11.32,19.76,1.75,4.71,7.71,1
F,22,278,10,132,212,22,15,7,12.64,18.53,1.47,6,9.64,0
F,26,457,16,137,256,20,15,7,17.58,30.47,1.73,5.27,9.85,1
F,92,1018,34,473,942,69,51,22,11.07,19.96,1.8,5.14,10.24,1
F,85,921,31,396,597,65,48,21,10.84,19.19,1.77,4.66,7.02,0
F,50,519,18,247,517,38,33,10,10.38,15.73,1.52,4.94,10.34,0
F,88,926,31,405,578,68,45,16,10.52,20.58,1.96,4.6,6.57,1
F,44,592,20,222,415,37,28,11,13.45,21.14,1.57,5.05,9.43,0
F,14,119,4,88,121,13,13,3,8.5,9.15,1.08,6.29,8.64,0
F,41,936,31,226,409,30,24,8,22.83,39,1.71,5.51,9.98,1
F,10,31,2,72,170,9,9,1,3.1,3.44,1.11,7.2,17,1
F,47,782,26,228,467,38,27,9,16.64,28.96,1.74,4.85,9.94,1
M,10,420,14,41,37,6,5,2,42,84,2,4.1,3.7,1
F,18,283,10,105,118,14,10,4,15.72,28.3,1.8,5.83,6.56,0
F,116,1406,47,565,1026,99,61,32,12.12,23.05,1.9,4.87,8.84,0
F,49,921,31,264,500,36,28,10,18.8,32.89,1.75,5.39,10.2,1
F,59,889,30,311,502,48,34,16,15.07,26.15,1.74,5.27,8.51,1
F,29,402,14,136,229,22,16,8,13.86,25.12,1.81,4.69,7.9,1
M,32,651,22,146,285,23,13,8,20.34,50.08,2.46,4.56,8.91,1
F,18,357,12,94,133,13,10,3,19.83,35.7,1.8,5.22,7.39,0
F,43,796,27,203,388,32,23,11,18.51,34.61,1.87,4.72,9.02,1
F,30,638,21,149,381,24,19,7,21.27,33.58,1.58,4.97,12.7,1
F,100,1264,42,506,1060,86,64,27,12.64,19.75,1.56,5.06,10.6,1
F,26,428,15,150,223,20,14,6,16.46,30.57,1.86,5.77,8.58,0
M,15,176,6,66,67,10,6,1,11.73,29.33,2.5,4.4,4.47,1
F,32,628,21,138,197,21,17,8,19.62,36.94,1.88,4.31,6.16,1
M,52,1042,35,264,367,41,29,18,20.04,35.93,1.79,5.08,7.06,0
M,24,567,19,109,208,17,13,7,23.62,43.62,1.85,4.54,8.67,0
F,20,436,15,105,166,14,11,5,21.8,39.64,1.82,5.25,8.3,1
F,47,541,18,239,592,34,26,11,11.51,20.81,1.81,5.09,12.6,0
F,25,466,16,144,326,19,17,8,18.64,27.41,1.47,5.76,13.04,1
F,12,23,1,74,143,8,8,1,1.92,2.88,1.5,6.17,11.92,1
F,31,556,19,160,239,26,19,7,17.94,29.26,1.63,5.16,7.71,1
F,37,890,30,191,448,31,24,6,24.05,37.08,1.54,5.16,12.11,1
M,18,317,11,79,77,14,11,4,17.61,28.82,1.64,4.39,4.28,1
F,15,168,6,92,115,14,13,2,11.2,12.92,1.15,6.13,7.67,0
F,24,193,7,135,216,19,13,3,8.04,14.85,1.85,5.62,9,0
M,19,615,21,82,140,13,8,3,32.37,76.88,2.38,4.32,7.37,1
F,59,1073,36,281,482,45,35,15,18.19,30.66,1.69,4.76,8.17,1
F,63,1003,33,312,653,47,32,16,15.92,31.34,1.97,4.95,10.37,0
F,98,1338,44,487,925,79,61,27,13.65,21.93,1.61,4.97,9.44,1
M,6,54,2,38,44,5,4,0,9,13.5,1.5,6.33,7.33,0
F,50,457,16,252,646,42,29,13,9.14,15.76,1.72,5.04,12.92,0
F,38,441,15,197,229,31,21,9,11.61,21,1.81,5.18,6.03,0
F,23,299,10,120,111,18,15,5,13,19.93,1.53,5.22,4.83,1
M,17,449,15,60,90,10,6,3,26.41,74.83,2.83,3.53,5.29,1
F,21,322,11,121,195,15,12,6,15.33,26.83,1.75,5.76,9.29,1
F,15,341,12,83,163,13,12,3,22.73,28.42,1.25,5.53,10.87,1
F,27,661,22,141,308,21,16,9,24.48,41.31,1.69,5.22,11.41,1
F,25,534,18,132,303,19,14,7,21.36,38.14,1.79,5.28,12.12,1
F,14,259,9,103,224,13,11,4,18.5,23.55,1.27,7.36,16,1
M,17,347,12,86,116,14,9,4,20.41,38.56,1.89,5.06,6.82,1
F,35,689,23,172,383,26,21,7,19.69,32.81,1.67,4.91,10.94,1
F,28,392,13,143,190,26,18,7,14,21.78,1.56,5.11,6.79,1
M,5,105,4,17,33,3,2,0,21,52.5,2.5,3.4,6.6,1
F,26,244,9,145,253,21,15,7,9.38,16.27,1.73,5.58,9.73,0
F,14,175,6,68,76,9,7,3,12.5,25,2,4.86,5.43,1
M,9,291,10,43,53,6,5,1,32.33,58.2,1.8,4.78,5.89,1
F,76,987,33,366,653,62,44,20,12.99,22.43,1.73,4.82,8.59,1
F,134,1284,43,633,1021,112,73,27,9.58,17.59,1.84,4.72,7.62,0
F,19,177,6,118,269,15,13,4,9.32,13.62,1.46,6.21,14.16,0
F,10,54,2,66,135,9,9,2,5.4,6,1.11,6.6,13.5,1
M,9,190,7,47,101,9,7,2,21.11,27.14,1.29,5.22,11.22,0
F,29,1029,34,158,319,20,15,6,35.48,68.6,1.93,5.45,11,1
F,44,692,23,229,383,35,28,12,15.73,24.71,1.57,5.2,8.7,1
F,70,800,27,385,562,60,43,15,11.43,18.6,1.63,5.5,8.03,0
F,24,472,16,125,209,18,12,5,19.67,39.33,2,5.21,8.71,1
F,30,396,14,152,356,25,15,6,13.2,26.4,2,5.07,11.87,1
F,40,798,27,211,432,33,23,10,19.95,34.7,1.74,5.28,10.8,1
F,87,984,33,439,698,76,52,24,11.31,18.92,1.67,5.05,8.02,1
F,122,1290,43,575,900,102,64,27,10.57,20.16,1.91,4.71,7.38,0
M,30,639,22,153,243,26,20,7,21.3,31.95,1.5,5.1,8.1,0
F,28,387,13,176,274,24,21,9,13.82,18.43,1.33,6.29,9.79,0
M,21,873,29,95,227,13,8,4,41.57,109.12,2.62,4.52,10.81,1
F,64,730,24,319,622,49,40,16,11.41,18.25,1.6,4.98,9.72,0
F,52,586,20,254,376,37,26,11,11.27,22.54,2,4.88,7.23,1
F,32,320,11,157,213,23,16,5,10,20,2,4.91,6.66,0
F,27,293,10,154,361,25,17,5,10.85,17.24,1.59,5.7,13.37,0
F,51,678,23,249,411,42,27,11,13.29,25.11,1.89,4.88,8.06,1
F,19,170,6,108,225,17,14,3,8.95,12.14,1.36,5.68,11.84,1
F,35,318,11,191,260,28,20,4,9.09,15.9,1.75,5.46,7.43,0
F,36,407,14,194,291,28,21,9,11.31,19.38,1.71,5.39,8.08,1
F,10,140,5,57,42,8,7,0,14,20,1.43,5.7,4.2,1
F,18,107,4,105,208,16,13,3,5.94,8.23,1.38,5.83,11.56,0
F,31,311,11,179,278,26,19,5,10.03,16.37,1.63,5.77,8.97,0
F,18,362,12,93,165,15,13,2,20.11,27.85,1.38,5.17,9.17,1
F,82,977,33,374,512,62,39,15,11.91,25.05,2.1,4.56,6.24,1
M,15,176,6,68,91,11,8,1,11.73,22,1.88,4.53,6.07,1
F,17,187,7,103,146,16,12,4,11,15.58,1.42,6.06,8.59,0
F,26,435,15,133,293,21,17,4,16.73,25.59,1.53,5.12,11.27,1
F,22,934,31,110,150,19,11,4,42.45,84.91,2,5,6.82,0
F,28,848,28,157,338,20,15,9,30.29,56.53,1.87,5.61,12.07,1
F,76,894,30,372,718,60,43,17,11.76,20.79,1.77,4.89,9.45,0
F,11,53,2,76,191,10,10,1,4.82,5.3,1.1,6.91,17.36,0
F,67,981,33,315,486,52,32,14,14.64,30.66,2.09,4.7,7.25,1
M,25,551,19,110,194,16,10,5,22.04,55.1,2.5,4.4,7.76,0
F,35,727,24,183,397,27,21,6,20.77,34.62,1.67,5.23,11.34,1
M,4,5,1,28,30,4,3,0,1.25,1.67,1.33,7,7.5,0
F,32,622,21,136,198,23,16,7,19.44,38.88,2,4.25,6.19,0
M,21,484,16,102,104,17,9,5,23.05,53.78,2.33,4.86,4.95,0
M,33,797,27,137,209,27,17,8,24.15,46.88,1.94,4.15,6.33,1
F,45,430,15,237,526,31,21,8,9.56,20.48,2.14,5.27,11.69,1
F,59,883,30,284,553,47,31,11,14.97,28.48,1.9,4.81,9.37,0
F,38,632,21,184,318,28,17,5,16.63,37.18,2.24,4.84,8.37,1
M,25,544,18,139,299,19,17,6,21.76,32,1.47,5.56,11.96,1
F,57,746,25,279,554,44,33,11,13.09,22.61,1.73,4.89,9.72,1
F,24,507,17,121,187,18,15,9,21.12,33.8,1.6,5.04,7.79,1
F,73,993,33,371,634,59,40,19,13.6,24.82,1.82,5.08,8.68,1
F,23,139,5,142,305,17,15,2,6.04,9.27,1.53,6.17,13.26,0
F,34,390,13,167,258,28,20,6,11.47,19.5,1.7,4.91,7.59,1
F,45,815,27,218,449,40,29,10,18.11,28.1,1.55,4.84,9.98,1
F,75,921,31,372,554,61,39,18,12.28,23.62,1.92,4.96,7.39,0
F,27,208,7,120,205,19,12,5,7.7,17.33,2.25,4.44,7.59,1
F,15,244,9,92,135,12,11,3,16.27,22.18,1.36,6.13,9,0
M,38,1217,41,164,177,27,18,11,32.03,67.61,2.11,4.32,4.66,1
F,47,509,17,248,470,40,28,11,10.83,18.18,1.68,5.28,10,0
F,21,342,12,101,180,16,9,3,16.29,38,2.33,4.81,8.57,1
F,69,789,26,342,653,52,39,16,11.43,20.23,1.77,4.96,9.46,1
F,44,643,22,221,395,34,21,12,14.61,30.62,2.1,5.02,8.98,1
F,54,598,20,297,574,45,36,11,11.07,16.61,1.5,5.5,10.63,0
F,23,719,24,116,192,18,13,5,31.26,55.31,1.77,5.04,8.35,1
F,69,983,33,338,560,53,37,20,14.25,26.57,1.86,4.9,8.12,1
F,31,456,15,150,274,24,16,6,14.71,28.5,1.94,4.84,8.84,1
F,44,819,27,208,387,34,23,7,18.61,35.61,1.91,4.73,8.8,1
M,17,403,14,82,127,11,9,4,23.71,44.78,1.89,4.82,7.47,0
M,11,507,17,43,60,7,5,3,46.09,101.4,2.2,3.91,5.45,1
F,99,1126,38,486,808,76,58,24,11.37,19.41,1.71,4.91,8.16,0
F,134,1324,44,663,1089,97,66,32,9.88,20.06,2.03,4.95,8.13,0
F,16,71,3,106,222,14,13,3,4.44,5.46,1.23,6.62,13.88,0
M,23,390,13,112,229,14,11,7,16.96,35.45,2.09,4.87,9.96,1
F,22,464,16,118,175,18,16,5,21.09,29,1.38,5.36,7.95,1
F,22,338,12,123,284,15,12,4,15.36,28.17,1.83,5.59,12.91,1
F,81,896,30,388,617,64,46,18,11.06,19.48,1.76,4.79,7.62,1
F,26,386,13,149,291,21,17,8,14.85,22.71,1.53,5.73,11.19,0
M,38,1254,42,166,265,29,20,12,33,62.7,1.9,4.37,6.97,1
F,22,358,12,110,218,17,16,6,16.27,22.38,1.38,5,9.91,1
F,20,230,8,103,133,15,9,5,11.5,25.56,2.22,5.15,6.65,1
M,10,67,3,60,221,8,8,2,6.7,8.38,1.25,6,22.1,0
F,30,649,22,145,250,21,15,6,21.63,43.27,2,4.83,8.33,1
F,73,1082,36,348,560,63,42,16,14.82,25.76,1.74,4.77,7.67,0
M,9,145,5,45,50,5,4,2,16.11,36.25,2.25,5,5.56,0
F,70,835,28,320,498,53,39,15,11.93,21.41,1.79,4.57,7.11,0
F,21,398,14,115,191,15,12,4,18.95,33.17,1.75,5.48,9.1,1
M,21,448,15,90,260,13,11,6,21.33,40.73,1.91,4.29,12.38,0
F,18,132,5,93,175,15,11,3,7.33,12,1.64,5.17,9.72,0
F,19,539,18,100,158,17,12,2,28.37,44.92,1.58,5.26,8.32,0
F,72,813,27,342,527,63,46,18,11.29,17.67,1.57,4.75,7.32,1
F,46,702,24,234,429,34,26,10,15.26,27,1.77,5.09,9.33,1
M,23,735,25,101,142,17,12,7,31.96,61.25,1.92,4.39,6.17,1
F,61,851,28,316,484,52,39,15,13.95,21.82,1.56,5.18,7.93,1
F,29,437,15,154,234,22,17,6,15.07,25.71,1.71,5.31,8.07,1
F,75,765,26,390,693,61,44,18,10.2,17.39,1.7,5.2,9.24,0
F,70,781,26,335,786,56,37,17,11.16,21.11,1.89,4.79,11.23,1
F,55,753,25,280,444,43,29,13,13.69,25.97,1.9,5.09,8.07,1
F,50,629,21,251,414,39,28,11,12.58,22.46,1.79,5.02,8.28,1
F,75,724,24,390,531,59,51,17,9.65,14.2,1.47,5.2,7.08,1
F,41,665,22,221,452,33,22,9,16.22,30.23,1.86,5.39,11.02,0
F,13,25,1,97,206,12,9,1,1.92,2.78,1.44,7.46,15.85,0
M,41,972,32,183,345,32,17,12,23.71,57.18,2.41,4.46,8.41,1
F,50,734,25,266,498,38,23,11,14.68,31.91,2.17,5.32,9.96,0
M,55,1100,37,256,396,41,29,19,20,37.93,1.9,4.65,7.2,1
F,73,724,24,381,883,59,45,18,9.92,16.09,1.62,5.22,12.1,1
F,60,799,27,315,539,47,35,14,13.32,22.83,1.71,5.25,8.98,1
F,18,242,8,102,130,15,11,4,13.44,22,1.64,5.67,7.22,1
F,17,305,11,94,126,14,9,3,17.94,33.89,1.89,5.53,7.41,0
F,57,575,19,297,474,51,33,12,10.09,17.42,1.73,5.21,8.32,1
F,61,857,29,285,478,41,27,12,14.05,31.74,2.26,4.67,7.84,1
F,27,358,12,144,263,21,15,6,13.26,23.87,1.8,5.33,9.74,1
F,27,254,9,146,189,24,16,7,9.41,15.88,1.69,5.41,7,0
F,21,169,6,108,213,18,15,4,8.05,11.27,1.4,5.14,10.14,1
F,21,443,15,102,188,15,11,4,21.1,40.27,1.91,4.86,8.95,1
F,6,6,1,33,37,4,4,0,1,1.5,1.5,5.5,6.17,1
M,24,332,11,123,222,18,13,6,13.83,25.54,1.85,5.12,9.25,0
F,57,626,21,280,383,43,30,9,10.98,20.87,1.9,4.91,6.72,1
F,56,700,24,262,560,41,25,12,12.5,28,2.24,4.68,10,1
F,51,616,21,259,557,39,26,9,12.08,23.69,1.96,5.08,10.92,1
F,31,492,17,165,347,22,15,6,15.87,32.8,2.07,5.32,11.19,1
F,74,721,24,343,499,58,34,14,9.74,21.21,2.18,4.64,6.74,1
F,29,359,12,154,235,17,13,3,12.38,27.62,2.23,5.31,8.1,1
F,28,685,23,130,272,21,15,4,24.46,45.67,1.87,4.64,9.71,0
F,16,29,1,122,296,16,14,1,1.81,2.07,1.14,7.62,18.5,0
